TIME,000300.SH,H11008.CSI,CBA01201.CS,CBA00601.CS,NH0100.NHF,DR001.IB
2015-08-10,4084.3646,182.2382,163.0231,160.6809,895.6,1.57
2015-08-11,4066.6692,182.233,162.7431,160.3466,907.85,1.6
2015-08-12,4016.1262,182.17,162.613,160.1982,920.56,1.6
2015-08-13,4075.463,182.2519,162.6562,160.3561,925.28,1.65
2015-08-14,4073.54,182.3369,162.8107,160.451,919.4,1.69
2015-08-17,4077.8721,182.5027,162.8116,160.4401,913.7,1.72
2015-08-18,3825.4122,182.5782,162.8528,160.4461,907.47,1.8
2015-08-19,3886.1357,182.6741,162.8568,160.4087,907.05,1.81
2015-08-20,3761.4541,182.7549,162.9293,160.3845,901.48,1.84
2015-08-21,3589.5358,182.8668,162.9947,160.5039,904.58,1.86
2015-08-24,3275.5342,182.9175,163.1227,160.6908,874.74,1.88
2015-08-25,3042.9266,182.9623,163.2222,160.8425,873.55,1.89
2015-08-26,3025.692,183.1343,163.1265,161.0015,871.58,1.9
2015-08-27,3205.6375,183.1737,163.2636,161.4247,883.08,1.75
2015-08-28,3342.2863,183.1983,163.2471,161.58,892.71,2.2
2015-08-31,3366.5359,183.3099,163.4247,162.0434,886.91,1.8
2015-09-01,3362.0827,183.3898,163.5147,162.1592,889.73,1.84
2015-09-02,3365.8318,183.4623,163.5731,162.1557,887.41,2.03
2015-09-07,3250.485,183.6662,163.5543,161.9011,884.46,1.9
2015-09-08,3334.0233,183.7571,163.4774,161.895,890.34,1.89
2015-09-09,3399.3054,183.8201,163.4284,161.9329,898.94,1.89
2015-09-10,3357.561,183.856,163.408,161.943,905.53,2.08
2015-09-11,3347.1878,183.8251,163.4277,162.015,904.39,1.9
2015-09-14,3281.1317,184.0101,163.5613,162.1014,896.62,1.91
2015-09-15,3152.2319,183.9008,163.6643,162.2754,890.47,1.86
2015-09-16,3309.2484,183.9422,163.7319,162.2232,898.9,1.9
2015-09-17,3236.9986,183.981,163.7326,162.2339,896.61,1.9
2015-09-18,3251.2732,184.0883,163.7116,162.3277,892.7,1.9
2015-09-21,3308.2467,184.16,163.7572,162.2281,893.48,1.9
2015-09-22,3339.03,184.0427,163.7698,162.1165,886.71,1.87
2015-09-23,3263.0275,184.0743,163.7643,162.0499,883.34,1.91
2015-09-24,3284.9991,184.0799,163.7996,162.1042,883.29,1.9
2015-09-25,3231.9514,184.1382,163.8196,162.1285,885.75,1.88
2015-09-28,3242.7524,184.2649,163.9313,162.3615,875.58,1.91
2015-09-29,3178.8544,184.3052,164.1139,162.4642,866.54,1.92
2015-09-30,3202.9475,184.4147,164.1944,162.6074,870.64,2.8
2015-10-08,3296.482,184.531,164.3248,162.7701,878.7,1.92
2015-10-09,3340.1159,184.5504,164.4663,163.3738,894.66,1.9
2015-10-12,3447.6934,184.5879,164.683,163.315,892.14,2.0
2015-10-13,3445.0431,184.6248,164.9712,163.4988,888.57,1.9
2015-10-14,3406.1116,184.759,165.2288,164.1174,886.61,1.91
2015-10-15,3486.815,184.8491,165.2078,163.9621,887.43,1.9
2015-10-16,3534.0653,184.971,165.15,163.5701,881.32,1.88
2015-10-19,3534.1821,184.9841,165.194,163.7922,875.83,1.9
2015-10-20,3577.7027,185.0247,165.302,164.232,875.57,1.92
2015-10-21,3473.2544,185.0524,165.3658,164.258,871.28,1.91
2015-10-22,3524.5339,185.1194,165.4578,164.3108,876.48,1.91
2015-10-23,3571.2411,185.1948,165.5614,164.3074,878.27,1.91
2015-10-26,3589.2611,185.4149,165.8245,164.6394,869.46,1.8435
2015-10-27,3592.8794,185.5978,166.1727,165.0521,868.68,1.9
2015-10-28,3524.9199,185.8093,166.3118,165.0061,864.33,1.75
2015-10-29,3533.3065,185.9565,166.1524,164.6853,864.67,1.8
2015-10-30,3534.0788,186.1032,166.0965,164.5648,861.5,1.5
2015-11-02,3475.9623,186.1616,166.0981,164.6641,860.91,1.8
2015-11-03,3465.4927,186.1891,166.0307,164.4208,854.1,1.79
2015-11-04,3628.5377,186.1798,165.8515,164.0114,857.96,1.89
2015-11-05,3705.9697,186.1086,165.8212,164.0384,848.93,1.79
2015-11-06,3793.3739,186.0554,165.8198,164.13,848.86,1.79
2015-11-09,3840.3547,185.9575,165.2773,163.3155,846.4,1.8
2015-11-10,3833.2379,185.8305,165.1581,163.4517,845.9,1.79
2015-11-11,3833.6457,185.8107,165.223,163.8661,839.67,1.8
2015-11-12,3795.3241,185.7965,165.3073,163.863,841.21,1.9
2015-11-13,3746.2422,185.7061,165.4074,163.9793,838.81,1.7
2015-11-16,3764.1262,185.695,165.4635,163.9757,832.29,1.8
2015-11-17,3758.3869,185.6921,165.5528,164.0189,826.77,1.8
2015-11-18,3715.5796,185.7201,165.5165,163.8817,822.86,1.8
2015-11-19,3774.969,185.5618,165.5287,163.8268,810.35,1.77
2015-11-20,3774.3833,185.5598,165.5896,163.934,812.6,1.8
2015-11-23,3753.3351,185.5774,165.6257,163.9861,805.9,1.9
2015-11-24,3753.8887,185.6243,165.7173,164.2125,818.59,1.79
2015-11-25,3781.6069,185.6948,165.8229,164.3822,825.96,1.8
2015-11-26,3759.4286,185.713,166.0214,164.4953,833.65,1.8
2015-11-27,3556.9924,185.7629,166.0973,164.5128,828.89,1.8
2015-11-30,3566.4122,185.8998,166.2642,164.755,821.47,1.81
2015-12-01,3591.696,186.0308,166.3023,164.7579,828.52,1.8
2015-12-02,3721.9545,186.1387,166.3686,164.7641,832.97,1.8
2015-12-03,3749.2985,186.2646,166.5074,164.9604,824.3,1.8
2015-12-04,3677.5922,186.3489,166.7032,165.0713,825.02,1.8
2015-12-07,3687.6073,186.5536,166.8509,165.0796,837.33,1.8
2015-12-08,3623.0202,186.6135,167.071,165.2621,821.58,1.8
2015-12-09,3635.9382,186.6513,167.2133,165.3414,821.6,1.81
2015-12-10,3623.0842,186.7725,167.3138,165.3516,817.81,1.77
2015-12-11,3608.0587,186.7332,167.3892,165.4842,828.87,1.8
2015-12-14,3711.322,186.8819,167.3213,165.2016,831.13,1.81
2015-12-15,3694.3885,186.9301,167.319,165.3086,826.63,1.8
2015-12-16,3685.4398,187.0556,167.4284,165.4941,829.58,1.8
2015-12-17,3755.8881,187.1335,167.5831,165.6629,826.35,1.8
2015-12-18,3767.9128,187.2143,167.926,166.0459,838.05,1.84
2015-12-21,3865.965,187.3892,168.4815,166.6075,854.88,1.87
2015-12-22,3876.7325,187.4944,168.7245,166.8565,853.47,1.8674
2015-12-23,3866.3814,187.6071,168.767,166.9443,850.01,1.93
2015-12-24,3829.4022,187.7,169.083,167.3434,849.33,1.95
2015-12-25,3838.201,187.845,169.2094,167.3141,851.48,1.9
2015-12-28,3727.6316,188.1064,169.4162,167.4778,843.91,1.97
2015-12-29,3761.8745,188.2007,169.529,167.4174,856.72,1.84
2015-12-30,3765.1752,188.2081,169.4554,167.4101,861.04,1.94
2015-12-31,3731.0047,188.2046,169.4835,167.4459,862.03,2.4
2016-01-04,3469.0662,188.2575,169.1131,167.2142,851.96,2.07
2016-01-05,3478.7797,188.2223,168.8612,166.9485,857.46,2.07
2016-01-06,3539.8082,188.2935,168.9479,167.114,849.22,2.01
2016-01-07,3294.3839,188.3937,169.111,167.3905,849.41,1.99
2016-01-08,3361.5632,188.5016,169.3385,167.5971,847.98,1.97
2016-01-11,3192.4499,188.6002,169.5013,167.8083,838.24,1.97
2016-01-12,3215.7099,188.7412,169.7973,168.1707,829.26,1.97
2016-01-13,3155.8787,188.8665,170.0903,168.822,831.26,1.99
2016-01-14,3221.5714,188.9992,170.1514,168.6092,836.13,1.98
2016-01-15,3118.7301,189.0553,170.0706,168.6731,835.54,1.95
2016-01-18,3130.7289,189.1504,169.9892,168.458,850.76,2.2
2016-01-19,3223.1251,189.2156,169.8871,168.2127,858.15,2.0
2016-01-20,3174.3781,189.2094,169.6937,168.0347,850.83,2.4
2016-01-21,3081.3454,189.2009,169.6501,168.2056,848.37,2.2
2016-01-22,3113.4626,189.2466,169.7158,168.381,856.74,2.1
2016-01-25,3128.886,189.3598,169.656,167.7702,854.85,2.0
2016-01-26,2940.5085,189.1993,169.6008,167.7376,857.75,2.02
2016-01-27,2930.3519,188.9681,169.2911,167.4168,867.8,2.02
2016-01-28,2853.7562,188.7449,169.2115,167.496,859.03,2.01
2016-01-29,2946.0902,188.8019,169.3565,167.859,857.56,2.1
2016-02-01,2901.0477,188.7679,169.4324,168.0089,859.25,2.02
2016-02-02,2961.3337,188.7578,169.2878,167.696,861.98,2.0
2016-02-03,2948.6386,188.7562,169.144,167.6049,863.57,2.46
2016-02-04,2984.7598,188.7983,169.1582,167.9342,875.04,1.99
2016-02-05,2963.7894,188.9048,169.2515,167.9563,871.02,1.96
2016-02-15,2946.7066,189.1761,169.6715,168.2902,875.24,1.98
2016-02-16,3037.0353,189.2052,169.4961,168.2552,876.21,1.98
2016-02-17,3063.3199,189.2449,169.4422,168.3175,872.68,1.85
2016-02-18,3053.6985,189.2932,169.433,168.3667,876.51,1.95
2016-02-19,3051.585,189.3628,169.5062,168.467,885.56,1.9
2016-02-22,3118.8675,189.5118,169.5585,168.484,897.99,1.95
2016-02-23,3089.3632,189.6069,169.6358,168.5161,895.89,1.96
2016-02-24,3109.5454,189.6715,169.6254,168.4265,895.68,2.02
2016-02-25,2918.7501,189.6935,169.5385,168.2805,894.21,2.16
2016-02-26,2948.0306,189.7047,169.4969,168.3917,889.85,2.09
2016-02-29,2877.4666,189.7242,169.507,168.5048,890.15,2.03
2016-03-01,2930.6937,189.8039,169.5277,168.7162,897.4,1.95
2016-03-02,3051.3327,189.8983,169.4835,168.7696,902.51,1.98
2016-03-03,3058.4219,189.9459,169.3695,168.7601,903.72,1.98
2016-03-04,3093.8895,189.9866,169.4133,168.8392,918.98,1.97
2016-03-07,3104.8397,190.068,169.3604,168.5886,937.13,1.98
2016-03-08,3107.6727,190.0963,169.2812,168.5772,942.69,1.95
2016-03-09,3071.907,190.1553,169.4014,168.8758,930.78,1.98
2016-03-10,3013.1457,190.3051,169.5304,169.1221,928.85,1.98
2016-03-11,3018.2844,190.3869,169.7065,169.1686,932.07,1.95
2016-03-14,3065.6904,190.5238,169.7738,169.2707,928.69,1.99
2016-03-15,3074.7796,190.611,169.8646,169.4,920.88,1.99
2016-03-16,3090.0328,190.6559,170.0227,169.72,928.42,1.99
2016-03-17,3124.2039,190.7449,170.1359,169.8059,943.82,2.2
2016-03-18,3171.963,190.7394,170.1312,169.8667,956.04,1.95
2016-03-21,3249.4372,190.7353,170.1468,169.9535,955.66,2.5
2016-03-22,3225.7903,190.7384,170.1289,169.9626,956.86,2.11
2016-03-23,3236.0924,190.7435,170.1783,170.052,953.97,2.0
2016-03-24,3181.8507,190.7809,170.2018,170.1167,939.12,2.03
2016-03-25,3197.8169,190.7906,170.2156,170.2935,949.93,2.02
2016-03-28,3169.7283,190.8294,170.0952,170.2966,941.22,2.3
2016-03-29,3135.4098,190.7418,170.007,170.3526,940.78,2.0
2016-03-30,3216.2753,190.7665,170.0865,170.4858,938.01,2.1
2016-03-31,3218.0879,190.7634,170.1337,170.5732,939.03,2.2
2016-04-01,3221.8948,190.7202,170.2078,170.5593,950.23,1.8
2016-04-05,3264.4858,190.8259,170.2398,170.4953,949.64,2.0
2016-04-06,3257.5276,190.8264,170.1992,170.4479,943.2,2.0
2016-04-07,3209.2902,190.84,170.1385,170.2498,944.2,1.96
2016-04-08,3185.7258,190.8257,170.1495,170.2201,941.01,2.0
2016-04-11,3230.0957,190.8657,170.111,170.2107,959.82,2.01
2016-04-12,3218.4497,190.7104,169.9967,170.2275,977.43,2.15
2016-04-13,3261.3831,190.5803,169.756,169.9645,991.36,2.03
2016-04-14,3275.8321,190.1609,169.5133,169.8677,992.86,2.03
2016-04-15,3272.2053,189.9658,169.6275,169.9495,981.57,2.02
2016-04-18,3228.4531,190.0353,169.6569,170.0877,1001.5,2.01
2016-04-19,3238.3029,190.0675,169.5572,170.0677,1016.96,2.04
2016-04-20,3181.0264,189.9446,169.199,169.7596,1042.37,2.06
2016-04-21,3160.6033,189.7771,168.9123,169.677,1073.21,2.5
2016-04-22,3174.9012,189.5062,168.8586,169.25,1053.88,2.14
2016-04-25,3162.0331,189.2382,168.3982,168.7093,1066.34,2.13
2016-04-26,3179.1605,188.8574,168.6435,168.8508,1057.16,2.04
2016-04-27,3165.9156,188.7467,168.7863,169.0039,1047.1,2.03
2016-04-28,3160.5809,188.8429,168.8624,169.1551,1038.48,2.03
2016-04-29,3156.7451,188.9471,168.8249,169.1578,1054.23,2.1
2016-05-03,3213.5397,189.1102,169.1257,169.2498,1046.39,2.04
2016-05-04,3209.4614,189.2125,169.1894,169.1437,1032.98,2.0
2016-05-05,3213.9199,189.2386,169.1783,169.1206,1017.08,1.99
2016-05-06,3130.3544,189.3312,169.2182,169.1297,1006.65,2.0
2016-05-09,3065.6154,189.4627,169.4727,169.3542,982.43,2.02
2016-05-10,3069.1124,189.6059,169.6967,169.3534,983.53,2.02
2016-05-11,3082.8086,189.7097,169.7875,169.3798,989.05,2.03
2016-05-12,3090.1372,189.8109,169.9329,169.4837,985.37,2.03
2016-05-13,3074.9351,189.8663,169.9805,169.4966,962.99,2.05
2016-05-16,3095.3085,189.9643,169.9586,169.3677,967.58,2.03
2016-05-17,3086.0249,189.9632,169.9071,169.3306,986.19,2.04
2016-05-18,3068.0358,189.9615,169.7145,169.1769,971.35,2.04
2016-05-19,3062.5002,190.0044,169.6365,169.1116,965.71,2.0
2016-05-20,3078.2183,189.9789,169.7025,169.098,972.79,2.0
2016-05-23,3087.2225,189.9271,169.7295,169.0663,943.57,2.02
2016-05-24,3063.5556,189.9553,169.8094,169.1797,934.07,2.03
2016-05-25,3059.2259,190.0187,169.8918,169.1682,931.17,2.02
2016-05-26,3064.2111,190.0485,169.9036,169.1487,951.68,2.02
2016-05-27,3062.4993,190.1227,169.8914,169.1145,954.18,2.0
2016-05-30,3066.7095,190.2306,169.8892,169.0634,957.41,2.03
2016-05-31,3169.5598,190.2477,169.9415,169.0331,954.7,2.0
2016-06-01,3160.547,190.216,169.9676,168.9836,953.7402,2.03
2016-06-02,3167.0997,190.2023,169.9532,168.9019,955.1075,1.9
2016-06-03,3189.3255,190.2227,169.9595,168.8712,963.6838,1.9
2016-06-06,3178.7883,190.2934,170.0203,169.0264,977.5743,2.02
2016-06-07,3177.0536,190.3479,170.0471,169.0323,987.3741,2.0
2016-06-08,3163.9864,190.4031,170.0748,169.0091,984.169,2.0
2016-06-13,3066.3413,190.5428,170.1766,169.1272,997.0829,2.0
2016-06-14,3075.9834,190.5781,170.3335,169.3736,991.5359,2.02
2016-06-15,3116.3682,190.6394,170.4226,169.4721,981.0002,1.99
2016-06-16,3094.6748,190.7145,170.5298,169.6337,987.7943,2.0
2016-06-17,3110.3572,190.8066,170.6388,169.6832,985.4752,2.03
2016-06-20,3112.6744,190.9002,170.6999,169.7083,998.9321,2.0
2016-06-21,3106.3175,190.912,170.6825,169.7025,1002.3126,2.02
2016-06-22,3133.9611,190.943,170.7715,169.8386,1004.6035,2.05
2016-06-23,3117.3168,190.9752,170.8201,169.8217,1013.5774,2.05
2016-06-24,3077.1554,191.0358,170.9529,169.7665,1009.3736,2.05
2016-06-27,3120.5443,191.2418,171.1979,169.9961,1045.4253,2.04
2016-06-28,3136.4013,191.4787,171.3043,170.0165,1058.2241,2.06
2016-06-29,3151.3898,191.5394,171.3045,169.9897,1056.315,1.95
2016-06-30,3153.921,191.6025,171.4066,170.0721,1074.3693,2.05
2016-07-01,3154.2003,191.7104,171.604,170.3074,1076.3638,2.0
2016-07-04,3204.6962,191.8411,171.6669,170.3403,1110.3386,2.02
2016-07-05,3207.3827,191.9126,171.644,170.2818,1097.3091,2.03
2016-07-06,3216.8035,192.0249,171.739,170.3607,1079.1108,2.02
2016-07-07,3209.9542,192.1319,171.9575,170.5434,1069.8664,2.0
2016-07-08,3192.2804,192.361,172.0303,170.616,1058.2239,2.03
2016-07-11,3203.3298,192.5076,172.0802,170.7392,1069.37,2.03
2016-07-12,3273.1823,192.575,172.0264,170.687,1093.72,2.02
2016-07-13,3282.8681,192.6643,172.0023,170.5709,1100.92,2.0
2016-07-14,3276.7637,192.7111,171.9964,170.6071,1105.99,2.05
2016-07-15,3276.2775,192.7865,172.037,170.6458,1102.99,2.03
2016-07-18,3262.0222,192.8747,172.127,170.7395,1074.04,2.15
2016-07-19,3248.2341,192.971,172.2229,170.8052,1073.83,2.04
2016-07-20,3237.6051,192.9974,172.4393,171.1709,1072.24,2.05
2016-07-21,3252.5227,193.1925,172.6597,171.6051,1090.45,2.4
2016-07-22,3225.1621,193.3654,172.6747,171.5155,1073.49,2.1
2016-07-25,3230.885,193.4872,172.6315,171.4308,1077.7,2.07
2016-07-26,3269.5882,193.5073,172.6783,171.5136,1076.75,2.15
2016-07-27,3218.243,193.5093,172.7516,171.6534,1085.16,2.05
2016-07-28,3221.1365,193.5891,172.8193,171.7422,1095.87,2.04
2016-07-29,3203.9304,193.7099,172.906,171.8843,1079.34,2.04
2016-08-01,3176.8091,193.8261,172.942,171.9526,1104.47,2.03
2016-08-02,3189.0529,193.9838,172.9997,171.9974,1104.17,2.03
2016-08-03,3193.5073,194.1434,173.0206,172.0547,1103.02,2.04
2016-08-04,3201.2888,194.2017,173.0707,172.1027,1094.06,2.04
2016-08-05,3205.1101,194.317,173.1188,172.2807,1110.96,2.1
2016-08-08,3234.1833,194.5339,173.2228,172.4548,1118.12,2.05
2016-08-09,3256.9813,194.6252,173.4261,172.8012,1114.43,2.05
2016-08-10,3243.3409,194.7874,173.6241,173.0096,1114.51,2.01
2016-08-11,3233.3604,194.911,173.6645,173.1112,1108.23,2.0615
2016-08-12,3294.2337,195.0249,173.8229,173.3769,1113.84,2.05
2016-08-15,3393.4239,195.1217,174.0825,173.7036,1111.95,2.1
2016-08-16,3378.2451,195.1535,173.9838,173.6714,1124.42,2.05
2016-08-17,3373.0476,195.1705,173.924,173.5097,1118.96,2.04
2016-08-18,3364.4851,195.2804,173.8388,173.4971,1122.48,2.05
2016-08-19,3365.0197,195.366,173.7751,173.293,1124.31,2.05
2016-08-22,3336.7949,195.3964,173.8079,173.3845,1113.83,2.2
2016-08-23,3341.8298,195.4974,173.7105,173.0693,1122.14,2.1
2016-08-24,3329.8631,195.4853,173.6084,172.8965,1118.52,2.05
2016-08-25,3308.9721,195.4984,173.5272,172.9456,1105.53,2.0
2016-08-26,3307.0902,195.5547,173.5494,173.0658,1097.47,2.0
2016-08-29,3307.7812,195.6251,173.5684,173.0257,1089.24,2.05
2016-08-30,3311.9872,195.6156,173.4122,172.7285,1085.35,2.0
2016-08-31,3327.7938,195.6669,173.4155,172.8371,1074.25,2.06
2016-09-01,3301.5767,195.6886,173.3944,172.7957,1080.75,2.1
2016-09-02,3314.1142,195.7269,173.4466,172.8598,1086.11,2.09
2016-09-05,3319.6803,195.8193,173.4884,172.8303,1094.58,2.06
2016-09-06,3342.6259,195.8009,173.4589,172.822,1101.58,2.07
2016-09-07,3340.8172,195.7954,173.3999,172.7666,1091.64,2.11
2016-09-08,3339.564,195.7951,173.4641,172.8501,1094.59,2.12
2016-09-09,3318.044,195.8105,173.5597,172.966,1091.54,2.08
2016-09-12,3262.6043,195.8121,173.5822,172.8646,1070.73,2.5
2016-09-13,3260.333,195.8201,173.6117,172.9876,1071.29,2.65
2016-09-14,3238.7299,195.8624,173.6901,173.0692,1068.6,2.15
2016-09-19,3263.1242,195.9816,173.8001,173.1997,1082.0,2.5
2016-09-20,3257.4034,196.0093,173.8673,173.2912,1092.13,2.25
2016-09-21,3266.6363,196.0447,173.8781,173.3199,1095.7,2.0
2016-09-22,3291.1211,196.1481,173.9026,173.4204,1100.5,2.29
2016-09-23,3275.6665,196.2151,174.0021,173.6569,1105.83,2.15
2016-09-26,3220.2838,196.3596,174.121,173.7927,1106.38,2.21
2016-09-27,3240.7546,196.3941,174.1422,173.794,1101.83,2.1
2016-09-28,3230.8904,196.439,174.1395,173.7914,1102.59,2.1
2016-09-29,3244.3874,196.5383,174.1566,173.826,1106.71,2.3
2016-09-30,3253.2848,196.6146,174.2122,173.8955,1103.13,2.6
2016-10-10,3293.8689,196.906,174.6663,174.3947,1112.35,2.08
2016-10-11,3306.5573,196.9992,174.6787,174.4004,1127.03,2.08
2016-10-12,3300.0099,197.0648,174.6249,174.3252,1127.94,2.11
2016-10-13,3302.6455,197.1878,174.6348,174.3618,1121.48,2.13
2016-10-14,3305.8481,197.3185,174.6952,174.5294,1131.7,2.16
2016-10-17,3277.8787,197.4357,174.7484,174.694,1141.73,2.15
2016-10-18,3321.3324,197.4948,174.7907,174.749,1149.09,2.31
2016-10-19,3316.2407,197.5533,174.894,174.9897,1144.15,2.26
2016-10-20,3318.6044,197.6637,174.9827,175.2346,1151.94,2.3
2016-10-21,3327.74,197.773,175.0635,175.4912,1150.11,2.6
2016-10-24,3367.5778,197.8355,175.0056,175.4535,1163.66,2.24
2016-10-25,3367.4547,197.8669,174.9638,175.3783,1184.21,2.5
2016-10-26,3354.8003,197.7805,174.7426,175.06,1185.64,2.28
2016-10-27,3345.695,197.7539,174.6695,175.05,1184.3,2.35
2016-10-28,3340.1262,197.7544,174.6739,175.0642,1203.37,2.5
2016-10-31,3336.2778,197.7578,174.7345,174.9532,1214.09,2.3
2016-11-01,3359.0515,197.7489,174.6543,174.8843,1212.34,2.3
2016-11-02,3333.3524,197.7641,174.6126,174.8715,1199.58,2.25
2016-11-03,3365.085,197.8025,174.661,174.942,1212.63,2.2
2016-11-04,3354.1749,197.7908,174.6961,174.9317,1211.46,2.0
2016-11-07,3356.5916,197.8598,174.7109,174.6892,1244.07,2.12
2016-11-08,3371.1177,197.8608,174.7061,174.5268,1251.07,2.11
2016-11-09,3353.0547,197.8169,174.6745,174.5479,1287.1,2.17
2016-11-10,3390.6119,197.8289,174.5401,174.3561,1314.56,2.24
2016-11-11,3417.2211,197.7297,174.4116,174.2114,1350.79,2.27
2016-11-14,3430.2482,197.6411,174.3349,173.6956,1304.38,2.34
2016-11-15,3429.8697,197.4709,174.1299,173.4358,1278.5,2.7
2016-11-16,3429.5921,197.3463,173.9988,173.3252,1296.56,2.1
2016-11-17,3436.535,197.1892,173.7635,172.9557,1290.97,2.37
2016-11-18,3417.4554,197.0257,173.621,173.054,1276.93,1.8
2016-11-21,3441.1106,197.0358,173.7085,173.0568,1297.42,2.2
2016-11-22,3468.3637,196.931,173.7361,173.1608,1334.55,2.31
2016-11-23,3474.7289,196.9952,173.8751,173.385,1335.5,2.2
2016-11-24,3488.7402,196.9949,173.9388,173.471,1345.45,2.26
2016-11-25,3521.2984,196.9774,173.845,173.4093,1360.06,2.3
2016-11-28,3535.0807,196.9802,173.907,173.6312,1390.78,2.74
2016-11-29,3564.0404,196.8128,173.5176,173.1552,1349.35,2.4
2016-11-30,3538.001,196.5921,173.2426,172.7871,1322.69,2.41
2016-12-01,3565.036,196.4774,172.6843,172.1574,1349.13,2.42
2016-12-02,3528.9547,196.326,172.4521,172.0685,1338.85,2.32
2016-12-05,3469.4073,196.3262,172.336,171.9108,1365.54,2.23
2016-12-06,3459.1533,196.1465,171.6094,171.0043,1367.66,2.22
2016-12-07,3475.7473,195.961,171.6471,171.2189,1404.35,2.25
2016-12-08,3470.1426,195.9919,171.7557,171.3656,1391.56,2.25
2016-12-09,3493.7004,196.0427,171.6944,171.3665,1388.15,2.21
2016-12-12,3409.1794,195.9205,171.0908,170.8594,1401.86,2.23
2016-12-13,3405.0355,195.4733,170.6418,170.3388,1415.35,2.25
2016-12-14,3378.9453,194.9275,170.2365,169.9962,1398.38,2.3
2016-12-15,3340.4338,193.9287,168.6124,168.3879,1401.72,2.55
2016-12-16,3346.0305,193.8385,168.901,168.4359,1384.04,2.35
2016-12-19,3328.9827,193.5167,168.2765,167.8681,1360.0,2.53
2016-12-20,3309.0641,193.0262,168.0892,167.6515,1341.94,2.0
2016-12-21,3338.536,192.6153,168.6923,168.1326,1348.07,2.33
2016-12-22,3335.672,192.7418,169.2932,168.9071,1314.22,2.18
2016-12-23,3307.5991,193.0254,169.5869,169.3553,1314.46,2.11
2016-12-26,3322.4006,193.275,169.7003,169.7881,1293.15,1.9
2016-12-27,3316.3852,193.3147,169.754,169.7749,1311.55,2.06
2016-12-28,3301.8887,193.3108,169.8387,169.973,1316.42,2.1
2016-12-29,3297.7648,193.3834,170.1077,170.6393,1321.85,1.7
2016-12-30,3310.0808,193.6588,170.2995,171.1266,1304.58,2.15
2017-01-03,3342.2272,193.9529,170.3361,170.6872,1292.61,1.9
2017-01-04,3368.3117,194.1159,170.2754,170.3652,1299.11,2.1
2017-01-05,3367.7892,194.146,170.0792,170.0915,1300.71,2.06
2017-01-06,3347.6665,194.3209,170.1673,170.2016,1290.73,2.05
2017-01-09,3363.9014,194.4472,170.3368,170.3966,1322.41,2.05
2017-01-10,3358.2716,194.5849,170.5687,170.5206,1343.68,2.09
2017-01-11,3334.4954,194.6935,170.4525,170.218,1353.61,2.14
2017-01-12,3317.6241,194.857,170.4819,170.3646,1361.66,2.0
2017-01-13,3319.9122,194.9094,170.5622,170.3729,1367.51,2.09
2017-01-16,3319.4455,195.004,170.4252,170.3133,1410.21,2.7
2017-01-17,3326.3563,194.8654,170.1163,170.0399,1384.39,2.55
2017-01-18,3339.3653,194.6968,170.0743,170.0551,1387.32,2.74
2017-01-19,3329.2891,194.4572,170.0453,170.0263,1384.73,2.7
2017-01-20,3354.8891,194.4126,170.2115,170.1576,1360.74,2.0
2017-01-23,3364.0808,194.4738,170.2607,170.2343,1368.45,2.15
2017-01-24,3364.4509,194.6431,170.0201,169.9578,1388.61,2.1
2017-01-25,3375.9042,194.664,169.599,169.5474,1389.24,2.14
2017-01-26,3387.9606,194.5671,169.5949,169.4988,1406.75,2.7
2017-02-03,3364.4923,194.5766,168.9543,169.1088,1368.89,2.19
2017-02-06,3373.2051,194.2862,168.4469,168.6163,1368.57,2.2
2017-02-07,3365.6849,194.0315,168.122,168.5031,1381.6,2.3
2017-02-08,3383.2878,193.5752,168.207,168.541,1393.83,2.23
2017-02-09,3396.2924,193.3605,168.491,168.8268,1386.47,2.23
2017-02-10,3413.4868,193.3895,168.4662,168.7437,1411.07,2.27
2017-02-13,3436.275,193.4763,168.5315,168.7875,1448.18,2.0
2017-02-14,3435.8042,193.4486,168.558,168.8228,1448.47,2.22
2017-02-15,3421.7131,193.4041,168.5589,168.788,1423.31,2.26
2017-02-16,3440.9331,193.4309,168.695,168.9761,1409.25,2.44
2017-02-17,3421.4419,193.4649,168.8459,169.2713,1413.38,2.5
2017-02-20,3471.3926,193.6221,169.1159,169.6458,1424.26,3.0
2017-02-21,3482.823,193.6694,169.0254,169.4807,1424.36,2.6
2017-02-22,3489.7567,193.6272,169.0914,169.6788,1411.94,2.55
2017-02-23,3473.3236,193.6845,169.1997,169.8523,1392.66,2.5
2017-02-24,3473.8517,193.7533,169.2573,169.748,1396.0,2.47
2017-02-27,3446.2228,193.8352,169.333,169.8468,1406.31,2.48
2017-02-28,3452.8103,193.8565,169.2977,169.798,1390.41,2.6
2017-03-01,3458.4376,193.8376,169.1188,169.7005,1407.68,2.52
2017-03-02,3435.0963,193.808,169.0118,169.7009,1410.13,2.0
2017-03-03,3427.8628,193.8779,169.0113,169.7084,1406.26,2.3
2017-03-06,3446.484,193.9015,168.9232,169.6058,1397.57,2.5
2017-03-07,3453.9565,193.8571,168.9286,169.568,1394.05,2.77
2017-03-08,3448.7313,193.7508,168.8095,169.3632,1366.22,2.39
2017-03-09,3426.9438,193.6712,168.6579,169.3215,1354.35,2.39
2017-03-10,3427.8916,193.5547,168.6201,169.3043,1345.43,2.38
2017-03-13,3458.098,193.5464,168.6933,169.4712,1372.1,2.25
